Captions,Label,Cleaned_Captions
"Okay. No no, just shining on. That was meant to be signing, but that sounds better.
",0,okay shining meant signing sound better
"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...
",0,although told u dat im baig face watch really like e watch u gave co fr u thanx everything dat uve done today im touched
"U don't remember that old commercial?
",0,u dont remember old commercial
"Too late. I said i have the website. I didn't i have or dont have the slippers
",0,late said website didnt dont slipper
"I asked you to call him now ok
",0,asked call ok
"Kallis wont bat in 2nd innings.
",0,kallis wont bat nd inning
"It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.
",0,didnt work oh ok goodnight ill fix ready time wake dearly missed good night sleep
"Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
",1,congratulation ur awarded cd voucher gift guaranteed free entry wkly draw txt music tncs
"Ranjith cal drpd Deeraj and deepak 5min hold
",0,ranjith cal drpd deeraj deepak min hold
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.
",0,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da
"What you doing?how are you?
",0,doinghow
"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.
",0,ups day also shipping company take wks way usps take week get lag may bribe nipost get stuff
"I'm back, lemme know when you're ready
",0,im back lem know youre ready
"Don't necessarily expect it to be done before you get back though because I'm just now headin out
",0,dont necessarily expect done get back though im headin
"Mmm so yummy babe ... Nice jolt to the suzy
",0,mmm yummy babe nice jolt suzy
"Where are you lover ? I need you ...
",0,lover need
"We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
",1,tried contact reply offer video handset anytime network min unlimited text camcorder reply call
"Im parked next to a MINI!!!! When are you coming in today do you think?
",0,im parked next mini coming today think
"Yup
",0,yup
"Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.
",0,anyway im going shopping co si done yet dun disturb u liao
"MY NO. IN LUTON Not Scam125698789 RING ME IF UR AROUND! H*
",0,luton scam ring ur around h
"Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
",1,hey really horny want chat see naked text hot text charged pm unsubscribe text stop
"Why you Dint come with us.
",0,dint come u
"Same. Wana plan a trip sometme then
",0,wana plan trip sometme
"Not sure yet, still trying to get a hold of him
",0,sure yet still trying get hold
"Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT
",1,ur ringtone service changed free credit go clubmobilescom choose content stop txt club stop pwk club po box mk wt
"The evo. I just had to download flash. Jealous?
",0,evo download flash jealous
"Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
",1,ringtone club get uk single chart mobile week choose top quality ringtone message free charge
"Come to mu, we're sorting out our narcotics situation
",0,come mu sorting narcotic situation
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.
",0,night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay
"HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
",1,hmv bonus special pound genuine hmv voucher answer easy question play send hmv info
"Usf I guess, might as well take 1 car
",0,usf guess might well take car
"No objection. My bf not coming.
",0,objection bf coming
"Thanx...
",0,thanx
"Tell rob to mack his gf in the theater
",0,tell rob mack gf theater
"Awesome, I'll see you in a bit
",0,awesome ill see bit
"Just sent it. So what type of food do you like?
",0,sent type food like
"All done? All handed in? Celebrations in full swing yet?
",0,done handed celebration full swing yet
"You got called a tool?
",0,got called tool
"""Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch"" gdeve..
",0,wen u miss someone person definitely special u person special miss keepintouch gdeve
"Ok. I asked for money how far
",0,ok asked money far
"Okie...
",0,okie
"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down
",0,yeah think usual guy still passed last night get ahold anybody let know ill throw
"K, I might come by tonight then if my class lets out early
",0,k might come tonight class let early
"Ok..
",0,ok
"hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
",0,hi baby im cruisin girl friend r u give call hour home thats alright fone fone love jenny xxx
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..
",0,life mean lot love life love people life world call friend call world ge
"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.
",0,dearshall mail tonitebusy streetshall update tonitethings looking okvarunnathu edukkukayee raksha ollubut good one real sense
"Hey you told your name to gautham ah?
",0,hey told name gautham ah
"Haf u found him? I feel so stupid da v cam was working.
",0,haf u found feel stupid da v cam working
"Oops. 4 got that bit.
",0,oops got bit
"Are you this much buzy
",0,much buzy
"I accidentally deleted the message. Resend please.
",0,accidentally deleted message resend please
"T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply
",1,tmobile customer may claim free camera phone upgrade pay go sim card loyalty call offer end thfebtcs apply
"Unless it's a situation where YOU GO GURL would be more appropriate
",0,unless situation go gurl would appropriate
"Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
",0,hurt tease make cry end life die plz keep one rose grave say stupid miss u nice day bslvyl
"I cant pick the phone right now. Pls send a message
",0,cant pick phone right pls send message
"Need a coffee run tomo?Can't believe it's that time of week already
",0,need coffee run tomocant believe time week already
"Awesome, I remember the last time we got somebody high for the first time with diesel :V
",0,awesome remember last time got somebody high first time diesel v
"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?
",0,shit really shocking scary cant imagine second def night u think somewhere could crash night save taxi
"Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? 
",0,oh way food fridge want go meal tonight
"He is a womdarfull actor
",0,womdarfull actor
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE
",1,sm ac blind date u rodds aberdeen united kingdom check sm acwicmbcktzr blind date send hide
"Yup... From what i remb... I think should be can book... 
",0,yup remb think book
"Jos ask if u wana meet up?
",0,jos ask u wana meet
"Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.
",0,lol yes friendship hanging thread cause u wont buy stuff
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468
",1,themob check newest selection content game tone gossip babe sport keep mobile fit funky text wap
"Where are the garage keys? They aren't on the bookshelf
",0,garage key arent bookshelf
"Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
",0,today accept dayu accept brother sister lover dear best clos lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply mean enemy
"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week
",1,think ur smart win week weekly quiz text play nowtcs winnersclub po box uz gbpweek
"He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
",0,say hell give call friend got money he definitely buying end week
"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.
",0,hi way u day normal waythis real ur uniquei hope know u rest mylife hope u find wot lost
"You made my day. Do have a great day too.
",0,made day great day
